iter	Logloss
818	0.5078888811
819	0.5078354948
820	0.5077740754
821	0.5077349481
822	0.5076924684
823	0.507621933
824	0.5075621949
825	0.5075289342
826	0.5074682594
827	0.5074041071
828	0.5073829382
829	0.507332969
830	0.5072814226
831	0.5072196071
832	0.5071675554
833	0.5071186288
834	0.5070614152
835	0.506996976
836	0.5069358916
837	0.5068843795
838	0.5068320033
839	0.506763808
840	0.5066999819
841	0.5066356636
842	0.5065775164
843	0.5065124049
844	0.506457571
845	0.5064008951
846	0.5063400103
847	0.5062932576
848	0.5062380425
849	0.5061806883
850	0.5061292913
851	0.5060480549
852	0.505996414
853	0.5059404709
854	0.5058871839
855	0.5058324305
856	0.5057909414
857	0.5057196396
858	0.5056840507
859	0.5056311302
860	0.5055685653
861	0.5055100075
862	0.5054560335
863	0.5053781565
864	0.5053086096
865	0.5052462293
866	0.5051874772
867	0.505140214
868	0.5050872938
869	0.5050347716
870	0.5049882496
871	0.5049517893
872	0.5048943636
873	0.5048403468
874	0.5047879193
875	0.5047214649
876	0.504679843
877	0.5046214044
878	0.5045888477
879	0.5045275334
880	0.5044547745
881	0.5043994923
882	0.504341916
883	0.504297245
884	0.5042531532
885	0.5042192171
886	0.5041973096
887	0.5041326122
888	0.504082864
889	0.5040272105
890	0.5039950786
891	0.5039527116
892	0.5038863849
893	0.5038402154
894	0.5037750751
895	0.5037219552
896	0.5036682241
897	0.5036018026
898	0.5035421439
899	0.5034887354
900	0.5034382335
901	0.5034056977
902	0.5033533753
903	0.5032990949
904	0.5032271238
905	0.5031879155
906	0.5031303791
907	0.5030767143
908	0.5030298616
909	0.5029692752
910	0.5029296202
911	0.5028727391
912	0.502826309
913	0.5027709573
914	0.5027499741
915	0.5026938904
916	0.502621074
917	0.5025660245
918	0.5025212055
919	0.502453737
920	0.5024079603
921	0.502340267
922	0.5022862787
923	0.5022564986
924	0.5021904434
925	0.5021417543
926	0.5020735795
927	0.5020192565
928	0.5019671285
929	0.5019089382
930	0.5018507988
931	0.5017969613
932	0.5017535172
933	0.5017113408
934	0.5016492292
935	0.5016072688
936	0.5015566925
937	0.5015069634
938	0.5014527245
939	0.501389713
940	0.5013391686
941	0.5012843663
942	0.5012411711
943	0.5012010272
944	0.5011557394
945	0.5010845962
946	0.5010473238
947	0.5010109724
948	0.5009677275
949	0.5009270921
950	0.5008683266
951	0.5008116426
952	0.5007434558
953	0.5006795808
954	0.5006342275
955	0.5006012008
956	0.5005545409
957	0.5005064652
958	0.5004521689
959	0.5003844051
960	0.5003382541
961	0.5002957101
962	0.5002608822
963	0.5002005099
964	0.5001509189
965	0.5001170119
966	0.5000759989
967	0.5000306308
968	0.4999962375
969	0.4999431382
970	0.4998762303
971	0.4998382734
972	0.4997823576
973	0.4997345367
974	0.4996776781
975	0.4996421198
976	0.4996030224
977	0.4995631088
978	0.4994917978
979	0.4994483104
980	0.4994021098
981	0.4993453917
982	0.4992886717
983	0.4992341389
984	0.4991713904
985	0.4991310662
986	0.4990820967
987	0.4990141686
988	0.4989771012
989	0.4989293629
990	0.4988777772
991	0.4988160421
992	0.4987675329
993	0.4987239204
994	0.4986763336
995	0.4986225148
996	0.4985635079
997	0.4985170332
998	0.4984536785
999	0.4984358841
