Feature,Importance
failed_attempts,97.98741647536484
device_type,0.41475728257048866
login_method,0.41060798601643805
role,0.4085508115358903
mfa_enabled,0.37519065784873257
browser,0.2987038614158821
location,0.10477292524772557
